cohort_id,cohort_version,freeze_date,freeze_date_tag,snapshot_read_only,record_id,doi,year,outcome_id,target_name,matrix_before,matrix_after,treatment_process,outcome_type,reported_outcome_value,reported_outcome_unit,calculated_by_llm,paired_data_status,reported_outcome_value_min,reported_outcome_value_max,repair_applied,linked_measurement_ids,extraction_source,extraction_model,prompt_rule_version,value_scope,inter_run_agreement,normalized_target_name,normalized_arg_class,normalized_target_type,target_scope,target_eligibility_for_quant,normalized_matrix_before,matrix_before_group,normalized_matrix_after,matrix_after_group,normalized_treatment_process,treatment_group,matrix_transition_type,matrix_transition_before_class,matrix_transition_after_class,normalized_outcome_type,outcome_group,normalized_outcome_unit,outcome_unit_family,log_harmonization_status,outcome_direction,normalized_paired_data_status,valid_for_removal_synthesis,pairing_quality_flag,processing_stream,direction_inference_label,direction_inference_confidence,analysis_value,value_parse_method,gene_family,route,outlier_flag,rescued_normalized_treatment_process,rescued_treatment_group,rescued_technology_supergroup,technology_supergroup,technology_supergroup_4group
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R0950,10.1016/j.scitotenv.2018.07.370,2019,O_001916,ermB,influent,final effluent,whole WWTP train,removal_efficiency,8.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,whole WWTP train,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,8.0,single_numeric,erm,influent_to_final_effluent,,secondary_biological_treatment,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1016,10.1016/j.chemosphere.2021.132833,2022,O_002091,intI1,influent,final effluent,sewage disposal,removal_efficiency,74.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,influent,liquid_influent,final_effluent,liquid_effluent,sewage disposal,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,74.0,single_numeric,intI1,influent_to_final_effluent,,A2O,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1039,10.1007/s00253-009-1886-y,2009,O_002143,intI1,influent,secondary effluent,activated sludge,removal_efficiency,90.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,activated_sludge,secondary_biological_treatment,cross_stage_route,influent,secondary_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,90.0,single_numeric,intI1,influent_to_secondary_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1039,10.1007/s00253-009-1886-y,2009,O_002145,intI1,secondary effluent,final effluent,disinfection,removal_efficiency,94.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,secondary_effluent,liquid_effluent,final_effluent,liquid_effluent,disinfection,unclear,cross_stage_route,secondary_effluent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,94.0,single_numeric,intI1,secondary_effluent_to_final_effluent,,activated_sludge,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002247,blaGES,influent,effluent,mechanical-biological wastewater treatment,removal_efficiency,94.8,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaGES,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,94.8,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002248,blaCTX-M,influent,effluent,mechanical-biological wastewater treatment,removal_efficiency,95.29,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,95.29,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002249,blaOXA-1,influent,effluent,mechanical-biological wastewater treatment,reduction,47.19,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaOXA-1,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,47.19,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002250,blaNDM,influent,effluent,mechanical-biological wastewater treatment,reduction,56.8,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaNDM,carbapenem/beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,56.8,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002251,blaKPC,influent,effluent,mechanical-biological wastewater treatment,reduction,96.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaKPC,carbapenem/beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,96.0,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1063,10.1016/j.watres.2019.115277,2020,O_002252,blaVIM,influent,effluent,mechanical-biological wastewater treatment,reduction,98.7,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaVIM,carbapenem/beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,mechanical-biological wastewater treatment,unclear,cross_stage_route,influent,final_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,98.7,single_numeric,bla,influent_to_final_effluent,,mechanical_biological,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1135,10.1016/j.scitotenv.2015.01.046,2015,O_002474,ermB,influent,secondary effluent,conventional wastewater treatment,reduction,98.0,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,conventional wastewater treatment,unclear,cross_stage_route,influent,secondary_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,98.0,single_numeric,erm,influent_to_secondary_effluent,,conventional_WWTP,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1135,10.1016/j.scitotenv.2015.01.046,2015,O_002476,ermB,influent,secondary effluent,conventional wastewater treatment,reduction,99.7,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,conventional wastewater treatment,unclear,cross_stage_route,influent,secondary_effluent,reduction,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,99.7,single_numeric,erm,influent_to_secondary_effluent,,conventional_WWTP,secondary_biological_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1170,10.1007/s10646-020-02306-0,2021,O_002572,tetO,influent,secondary effluent,AB process,removal_efficiency,19.52,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,AB process,unclear,cross_stage_route,influent,secondary_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,19.52,single_numeric,tet,influent_to_secondary_effluent,,primary_settling,primary_treatment,biological-conventional,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1170,10.1007/s10646-020-02306-0,2021,O_002573,tetO,influent,secondary effluent,Modified AAO process,removal_efficiency,72.24,percent,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,secondary_effluent,liquid_effluent,Modified AAO process,unclear,cross_stage_route,influent,secondary_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,72.24,single_numeric,tet,influent_to_secondary_effluent,,A2O,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002660,intI2,influent,final effluent,constructed wetland,removal_efficiency,100.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,intI2,mobile genetic element marker,MGE,mge_marker,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,100.0,single_numeric,other,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002662,tetM,influent,final effluent,constructed wetland,removal_efficiency,100.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetM,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,100.0,single_numeric,tet,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002663,tetX,influent,final effluent,constructed wetland,removal_efficiency,100.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetX,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,100.0,single_numeric,tet,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002664,tetO,influent,final effluent,constructed wetland,removal_efficiency,99.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,tetO,tetracycline resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,99.0,single_numeric,tet,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002665,ermB,influent,final effluent,constructed wetland,removal_efficiency,99.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermB,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,99.0,single_numeric,erm,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002666,ermC,influent,final effluent,constructed wetland,removal_efficiency,43.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,ermC,macrolide-lincosamide-streptogramin resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,43.0,single_numeric,erm,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002667,sul3,influent,final effluent,constructed wetland,removal_efficiency,83.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul3,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,83.0,single_numeric,sul,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1225,10.1007/s11356-014-2800-4,2015,O_002668,sul1,influent,final effluent,constructed wetland,removal_efficiency,97.0,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,constructed_wetland,nature_based_treatment,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,97.0,single_numeric,sul,influent_to_final_effluent,,constructed_wetland,nature_based_treatment,biological-advanced,biological,biological
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1406,10.1371/journal.pone.0156383,2016,O_002788,blaKPC-2,influent,final effluent,WWTP,removal_efficiency,0.7,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaKPC-2,carbapenem/beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,0.7,single_numeric,bla,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1406,10.1371/journal.pone.0156383,2016,O_002789,blaGES-1,influent,final effluent,WWTP,removal_efficiency,22.8,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaGES-1,beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,22.8,single_numeric,bla,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,disinfection,disinfection,disinfection
M1_AXIS1_REMOVAL_PERCENT,v1.0,2026-06-27,20260627,Yes,R1406,10.1371/journal.pone.0156383,2016,O_002790,blaIMP-1,influent,final effluent,WWTP,removal_efficiency,51.8,%,No,valid_before_after_pair,,,,,text_only_gpt5.4mini,gpt-5.4-mini,,target_specific_inferred_legacy,,blaIMP-1,carbapenem/beta-lactam resistance,ARG,gene_specific,Yes,influent,liquid_influent,final_effluent,liquid_effluent,WWTP,unclear,cross_stage_route,influent,final_effluent,removal_efficiency,quantitative_removal,percent_removal,removal_percent,not_applicable,,valid_before_after_pair,Yes,ok,quantitative_core_inferred,not_applicable,,51.8,single_numeric,bla,influent_to_final_effluent,,activated_sludge,secondary_biological_treatment,disinfection,disinfection,disinfection
