cohort_id,cohort_version,freeze_date,freeze_date_tag,snapshot_read_only,record_id,doi,year,measurement_id,sample_id,target_name,target_type,matrix,treatment_process,raw_value,value_min,value_max,mean_value,median_value,sd,se,unit,log_transformed,normalization_method,basis,detection_method,n_samples,time_point,before_after_status,extraction_source,extraction_model,prompt_rule_version,value_scope,inter_run_agreement,normalized_target_name,normalized_arg_class,normalized_target_type,target_scope,target_eligibility_for_quant,normalized_matrix,matrix_group,matrix_fraction,stage_or_timepoint,normalized_treatment_process,treatment_group,raw_unit,raw_unit_pre_normalized,normalized_unit,unit_family,normalized_value,conversion_applied,conversion_note,final_unit,numeric_handling_status,quantitative_synthesis_eligible,detection_status,lod_loq_value,lod_loq_unit,processing_stream,normalized_value_numeric,unit_track,analysis_log10_value,analysis_display_unit,gene_family,matrix_bucket,target_cohort,usable_for_log10_abundance_synthesis,abundance_outlier_flag
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005975,Alu,intI1,ARG/MGE priority target,Alu,Alu,4.2 log gene copies/mL,,,4.2,,,,log gene copies/mL,,,effluent,Figure 2,,Alu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,Alu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,4.2,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.2,liquid_absolute_log10_copies_per_mL_equivalent,4.2,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005976,Tan,intI1,ARG/MGE priority target,Tan,Tan,4.0 log gene copies/mL,,,4.0,,,,log gene copies/mL,,,effluent,Figure 2,,Tan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,Tan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,4.0,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.0,liquid_absolute_log10_copies_per_mL_equivalent,4.0,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005977,STWW,blaTEM,ARG/MGE priority target,STWW,STWW,2.8 log gene copies/mL,,,2.8,,,,log gene copies/mL,,,effluent,Figure 2,,STWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,STWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.8,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.8,liquid_absolute_log10_copies_per_mL_equivalent,2.8,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005978,Alu,blaTEM,ARG/MGE priority target,Alu,Alu,1.8 log gene copies/mL,,,1.8,,,,log gene copies/mL,,,effluent,Figure 2,,Alu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,Alu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,1.8,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.8,liquid_absolute_log10_copies_per_mL_equivalent,1.8,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005979,Tan,blaTEM,ARG/MGE priority target,Tan,Tan,2.2 log gene copies/mL,,,2.2,,,,log gene copies/mL,,,effluent,Figure 2,,Tan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,Tan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.2,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.2,liquid_absolute_log10_copies_per_mL_equivalent,2.2,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005980,STWW,qnrS,ARG/MGE priority target,STWW,STWW,3.0 log gene copies/mL,,,3.0,,,,log gene copies/mL,,,effluent,Figure 2,,STWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,STWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,3.0,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.0,liquid_absolute_log10_copies_per_mL_equivalent,3.0,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005981,Alu,qnrS,ARG/MGE priority target,Alu,Alu,1.9 log gene copies/mL,,,1.9,,,,log gene copies/mL,,,effluent,Figure 2,,Alu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,Alu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,1.9,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.9,liquid_absolute_log10_copies_per_mL_equivalent,1.9,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005982,Tan,qnrS,ARG/MGE priority target,Tan,Tan,2.6 log gene copies/mL,,,2.6,,,,log gene copies/mL,,,effluent,Figure 2,,Tan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,Tan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.6,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.6,liquid_absolute_log10_copies_per_mL_equivalent,2.6,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005983,STWW,intI1,ARG/MGE priority target,STWW,STWW,5.8 log gene copies/mL,,,5.8,,,,log gene copies/mL,,,effluent,Figure 2,,STWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,STWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,5.8,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,5.8,liquid_absolute_log10_copies_per_mL_equivalent,5.8,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005984,RSTWW,intI1,ARG/MGE priority target,RSTWW,RSTWW,5.1 log gene copies/mL,,,5.1,,,,log gene copies/mL,,,effluent,Figure 2,,RSTWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,RSTWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,5.1,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,5.1,liquid_absolute_log10_copies_per_mL_equivalent,5.1,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005985,RAlu,intI1,ARG/MGE priority target,RAlu,RAlu,4.3 log gene copies/mL,,,4.3,,,,log gene copies/mL,,,effluent,Figure 2,,RAlu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,RAlu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,4.3,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.3,liquid_absolute_log10_copies_per_mL_equivalent,4.3,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005986,RTan,intI1,ARG/MGE priority target,RTan,RTan,4.4 log gene copies/mL,,,4.4,,,,log gene copies/mL,,,effluent,Figure 2,,RTan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,intI1,mobile genetic element marker,intI1_marker,mge_marker,Yes,,unclear,,,RTan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,4.4,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.4,liquid_absolute_log10_copies_per_mL_equivalent,4.4,log10 copies/mL,intI1,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005987,STWW,blaTEM,ARG/MGE priority target,STWW,STWW,2.7 log gene copies/mL,,,2.7,,,,log gene copies/mL,,,effluent,Figure 2,,STWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,STWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.7,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.7,liquid_absolute_log10_copies_per_mL_equivalent,2.7,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005988,RSTWW,blaTEM,ARG/MGE priority target,RSTWW,RSTWW,2.4 log gene copies/mL,,,2.4,,,,log gene copies/mL,,,effluent,Figure 2,,RSTWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,RSTWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.4,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.4,liquid_absolute_log10_copies_per_mL_equivalent,2.4,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005989,RAlu,blaTEM,ARG/MGE priority target,RAlu,RAlu,2.3 log gene copies/mL,,,2.3,,,,log gene copies/mL,,,effluent,Figure 2,,RAlu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,RAlu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.3,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.3,liquid_absolute_log10_copies_per_mL_equivalent,2.3,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005990,RTan,blaTEM,ARG/MGE priority target,RTan,RTan,3.1 log gene copies/mL,,,3.1,,,,log gene copies/mL,,,effluent,Figure 2,,RTan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,,unclear,,,RTan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,3.1,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.1,liquid_absolute_log10_copies_per_mL_equivalent,3.1,log10 copies/mL,bla,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005991,STWW,qnrS,ARG/MGE priority target,STWW,STWW,2.7 log gene copies/mL,,,2.7,,,,log gene copies/mL,,,effluent,Figure 2,,STWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,STWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.7,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.7,liquid_absolute_log10_copies_per_mL_equivalent,2.7,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005992,RSTWW,qnrS,ARG/MGE priority target,RSTWW,RSTWW,2.0 log gene copies/mL,,,2.0,,,,log gene copies/mL,,,effluent,Figure 2,,RSTWW,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,RSTWW,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.0,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.0,liquid_absolute_log10_copies_per_mL_equivalent,2.0,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005993,RAlu,qnrS,ARG/MGE priority target,RAlu,RAlu,2.0 log gene copies/mL,,,2.0,,,,log gene copies/mL,,,effluent,Figure 2,,RAlu,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,RAlu,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,2.0,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.0,liquid_absolute_log10_copies_per_mL_equivalent,2.0,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0898,10.1016/j.watres.2019.115056,2019,M_005994,RTan,qnrS,ARG/MGE priority target,RTan,RTan,3.5 log gene copies/mL,,,3.5,,,,log gene copies/mL,,,effluent,Figure 2,,RTan,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,qnrS,quinolone resistance,ARG,gene_specific,Yes,,unclear,,,RTan,unclear,log gene copies/mL,log gene copies/mL,log_copies_per_mL,log_abundance,3.5,No,,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.5,liquid_absolute_log10_copies_per_mL_equivalent,3.5,log10 copies/mL,qnr,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_005995,STP Secondary effluent,blaTEM,ARG/MGE priority target,STP Secondary effluent,STP Secondary effluent,3.2 log10(copy/mL),,,3.2,,,,log10(copy/mL),,,effluent,Figure 2,,STP Secondary effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,secondary_effluent,unclear,,,STP Secondary effluent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,3.2,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.2,liquid_absolute_log10_copies_per_mL_equivalent,3.2,log10 copies/mL,bla,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_005996,STP Secondary effluent,blaCTX-M,ARG/MGE priority target,STP Secondary effluent,STP Secondary effluent,1.2 log10(copy/mL),,,1.2,,,,log10(copy/mL),,,effluent,Figure 2,,STP Secondary effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,secondary_effluent,unclear,,,STP Secondary effluent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,1.2,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.2,liquid_absolute_log10_copies_per_mL_equivalent,1.2,log10 copies/mL,bla,secondary_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_005997,STP effluent,blaTEM,ARG/MGE priority target,STP effluent,STP effluent,~3.0–3.2 log10(copy/mL),,,3.0,,,,–3.2 log10(copy/mL),,,effluent,Figure 2,,STP effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,final_effluent,unclear,,,STP effluent,unclear,–3.2 log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,3.0,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.0,liquid_absolute_log10_copies_per_mL_equivalent,3.0,log10 copies/mL,bla,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_005998,STP effluent,blaCTX-M,ARG/MGE priority target,STP effluent,STP effluent,~1.0–1.5 log10(copy/mL),,,1.0,,,,–1.5 log10(copy/mL),,,effluent,Figure 2,,STP effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,final_effluent,unclear,,,STP effluent,unclear,–1.5 log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,1.0,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.0,liquid_absolute_log10_copies_per_mL_equivalent,1.0,log10 copies/mL,bla,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_005999,STP influent,blaTEM,ARG/MGE priority target,STP influent,STP influent,6.8 log10(copy/mL),,,6.8,,,,log10(copy/mL),,,influent,Figure 2,,STP influent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,influent,unclear,,,STP influent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,6.8,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,6.8,liquid_absolute_log10_copies_per_mL_equivalent,6.8,log10 copies/mL,bla,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_006000,STP influent,blaCTX-M,ARG/MGE priority target,STP influent,STP influent,3.8 log10(copy/mL),,,3.8,,,,log10(copy/mL),,,influent,Figure 2,,STP influent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,influent,unclear,,,STP influent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,3.8,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.8,liquid_absolute_log10_copies_per_mL_equivalent,3.8,log10 copies/mL,bla,influent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_006001,Hospital effluent,blaTEM,ARG/MGE priority target,Hospital effluent,Hospital effluent,5.7 log10(copy/mL),,,5.7,,,,log10(copy/mL),,,effluent,Figure 2,,Hospital effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaTEM,beta-lactam resistance,ARG,gene_specific,Yes,final_effluent,unclear,,,Hospital effluent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,5.7,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,5.7,liquid_absolute_log10_copies_per_mL_equivalent,5.7,log10 copies/mL,bla,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0730,10.1016/j.scitotenv.2022.156232,2022,M_006002,Hospital effluent,blaCTX-M,ARG/MGE priority target,Hospital effluent,Hospital effluent,3.8 log10(copy/mL),,,3.8,,,,log10(copy/mL),,,effluent,Figure 2,,Hospital effluent,,Figure 2,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,blaCTX-M,beta-lactam resistance,ARG,gene_specific,Yes,final_effluent,unclear,,,Hospital effluent,unclear,log10(copy/mL),log copies/mL,log_copies_per_mL,log_abundance,3.8,No,unit name pre-normalized only; numeric value not converted,log_copies_per_mL,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,3.8,liquid_absolute_log10_copies_per_mL_equivalent,3.8,log10 copies/mL,bla,final_effluent,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0658,10.1016/j.scitotenv.2025.179787,2025,M_006026,CAS,tetA,ARG/MGE priority target,CAS,Before,4.3 log10 copies/L,,,4.3,,,,log10 copies/L,,,influent,Table 3,,Before,,Table 3,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,Before,unclear,log10 copies/L,log copies/L,log_copies_per_L,log_abundance,4.3,No,unit name pre-normalized only; numeric value not converted,log_copies_per_L,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.3,liquid_absolute_log10_copies_per_mL_equivalent,1.2999999999999998,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0658,10.1016/j.scitotenv.2025.179787,2025,M_006027,CAS,tetA,ARG/MGE priority target,CAS,After,2.8 log10 copies/L,,,2.8,,,,log10 copies/L,,,effluent,Table 3,,After,,Table 3,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,After,unclear,log10 copies/L,log copies/L,log_copies_per_L,log_abundance,2.8,No,unit name pre-normalized only; numeric value not converted,log_copies_per_L,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,2.8,liquid_absolute_log10_copies_per_mL_equivalent,-0.2000000000000001,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0658,10.1016/j.scitotenv.2025.179787,2025,M_006028,MBR,tetA,ARG/MGE priority target,MBR,Before,4.0 log10 copies/L,,,4.0,,,,log10 copies/L,,,influent,Table 3,,Before,,Table 3,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,Before,unclear,log10 copies/L,log copies/L,log_copies_per_L,log_abundance,4.0,No,unit name pre-normalized only; numeric value not converted,log_copies_per_L,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.0,liquid_absolute_log10_copies_per_mL_equivalent,1.0,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0658,10.1016/j.scitotenv.2025.179787,2025,M_006029,MBR,tetA,ARG/MGE priority target,MBR,After,1.8 log10 copies/L,,,1.8,,,,log10 copies/L,,,effluent,Table 3,,After,,Table 3,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,tetA,tetracycline resistance,ARG,gene_specific,Yes,,unclear,,,After,unclear,log10 copies/L,log copies/L,log_copies_per_L,log_abundance,1.8,No,unit name pre-normalized only; numeric value not converted,log_copies_per_L,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,1.8,liquid_absolute_log10_copies_per_mL_equivalent,-1.2,log10 copies/mL,tet,matrix_unclear,gene_mge,Yes,
M1_AXIS2_ABUNDANCE_LIQUID_COPIES_ML,v1.0,2026-06-27,20260627,Yes,R0658,10.1016/j.scitotenv.2025.179787,2025,M_006030,CAS,sul1,ARG/MGE priority target,CAS,Before,4.0 log10 copies/L,,,4.0,,,,log10 copies/L,,,influent,Table 3,,Before,,Table 3,reextraction_recovered_after_sample_matrix_qc,,group_level_inferred_legacy,,sul1,sulfonamide resistance,ARG,gene_specific,Yes,,unclear,,,Before,unclear,log10 copies/L,log copies/L,log_copies_per_L,log_abundance,4.0,No,unit name pre-normalized only; numeric value not converted,log_copies_per_L,not_flagged_for_multiplier_handling,Not_assessed,detected_quantified,,,qualitative_caution,4.0,liquid_absolute_log10_copies_per_mL_equivalent,1.0,log10 copies/mL,sul,matrix_unclear,gene_mge,Yes,
